HostName Worker Sector TaskType StartTime EndTime Duration

ip-172-31-36-231	9817b94c	2	AP	2021-08-11 00:51:54	2021-08-11 00:51:54	11.18009ms
ip-172-31-36-231	9817b94c	2	AP	2021-08-11 00:52:00	2021-08-11 00:52:00	9.054735ms
ip-172-31-36-231	34a5630d	2	GET	2021-08-11 00:52:00	2021-08-11 00:52:00	15.004234ms
ip-172-31-36-231	34a5630d	2	PC1	2021-08-11 00:52:00	2021-08-11 00:52:00	36.811434ms
ip-172-31-36-231	c1020a42	2	GET	2021-08-11 00:52:00	2021-08-11 00:52:00	1.014982ms
ip-172-31-36-231	c1020a42	2	PC2	2021-08-11 00:52:00	2021-08-11 00:52:00	108.963836ms
ip-172-31-36-231	9817b94c	3	AP	2021-08-11 00:52:58	2021-08-11 00:52:58	4.198602ms
ip-172-31-36-231	9817b94c	4	AP	2021-08-11 00:52:58	2021-08-11 00:52:58	4.009828ms
ip-172-31-36-231	9817b94c	3	AP	2021-08-11 00:52:58	2021-08-11 00:52:58	7.274209ms
ip-172-31-36-231	34a5630d	3	GET	2021-08-11 00:52:58	2021-08-11 00:52:58	7.388282ms
ip-172-31-36-231	9817b94c	5	AP	2021-08-11 00:52:58	2021-08-11 00:52:58	8.319322ms
ip-172-31-36-231	34a5630d	3	PC1	2021-08-11 00:52:58	2021-08-11 00:52:58	8.486406ms
ip-172-31-36-231	34a5630d	5	GET	2021-08-11 00:52:58	2021-08-11 00:52:58	12.255668ms
ip-172-31-36-231	c1020a42	3	GET	2021-08-11 00:52:58	2021-08-11 00:52:58	1.098335ms
ip-172-31-36-231	34a5630d	5	PC1	2021-08-11 00:52:58	2021-08-11 00:52:58	9.200391ms
ip-172-31-36-231	c1020a42	3	PC2	2021-08-11 00:52:58	2021-08-11 00:52:58	11.154905ms
ip-172-31-36-231	c1020a42	5	GET	2021-08-11 00:52:58	2021-08-11 00:52:58	821.858µs
ip-172-31-36-231	c1020a42	5	PC2	2021-08-11 00:52:58	2021-08-11 00:52:58	9.040548ms
ip-172-31-36-231	9817b94c	4	AP	2021-08-11 00:53:23	2021-08-11 00:53:23	7.644989ms
ip-172-31-36-231	34a5630d	4	GET	2021-08-11 00:53:23	2021-08-11 00:53:23	8.232313ms
ip-172-31-36-231	34a5630d	4	PC1	2021-08-11 00:53:23	2021-08-11 00:53:23	7.099587ms
ip-172-31-36-231	c1020a42	4	GET	2021-08-11 00:53:23	2021-08-11 00:53:23	941.621µs
ip-172-31-36-231	c1020a42	4	PC2	2021-08-11 00:53:23	2021-08-11 00:53:23	9.395657ms
ip-172-31-36-231	34a5630d	5	GET	2021-08-11 00:55:46	2021-08-11 00:55:46	1.382731ms
ip-172-31-36-231	34a5630d	4	GET	2021-08-11 00:55:46	2021-08-11 00:55:46	1.130426ms
ip-172-31-36-231	34a5630d	3	GET	2021-08-11 00:55:46	2021-08-11 00:55:46	1.182357ms
ip-172-31-36-231	34a5630d	2	GET	2021-08-11 00:55:46	2021-08-11 00:55:46	1.35073ms
ip-172-31-36-231	34a5630d	5	C1	2021-08-11 00:55:46	2021-08-11 00:55:46	54.272711ms
ip-172-31-36-231	34a5630d	2	C1	2021-08-11 00:55:46	2021-08-11 00:55:46	46.096813ms
ip-172-31-36-231	34a5630d	3	C1	2021-08-11 00:55:46	2021-08-11 00:55:46	52.96794ms
ip-172-31-36-231	34a5630d	4	C1	2021-08-11 00:55:46	2021-08-11 00:55:46	54.800672ms
ip-172-31-36-231	9817b94c	7	AP	2021-08-11 00:56:27	2021-08-11 00:56:27	7.930583ms
ip-172-31-36-231	9817b94c	6	AP	2021-08-11 00:56:27	2021-08-11 00:56:27	16.978821ms
ip-172-31-36-231	34a5630d	7	GET	2021-08-11 00:56:28	2021-08-11 00:56:28	34.579446ms
ip-172-31-36-231	34a5630d	7	PC1	2021-08-11 00:56:28	2021-08-11 00:56:28	11.796152ms
ip-172-31-36-231	c1020a42	7	GET	2021-08-11 00:56:28	2021-08-11 00:56:28	1.072454ms
ip-172-31-36-231	c1020a42	7	PC2	2021-08-11 00:56:28	2021-08-11 00:56:28	14.016312ms
ip-172-31-36-231	9817b94c	6	AP	2021-08-11 00:57:16	2021-08-11 00:57:16	4.173576ms
ip-172-31-36-231	34a5630d	6	GET	2021-08-11 00:57:16	2021-08-11 00:57:16	22.490502ms
ip-172-31-36-231	34a5630d	6	PC1	2021-08-11 00:57:16	2021-08-11 00:57:16	7.78331ms
ip-172-31-36-231	c1020a42	6	GET	2021-08-11 00:57:16	2021-08-11 00:57:16	5.529308ms
ip-172-31-36-231	c1020a42	6	PC2	2021-08-11 00:57:16	2021-08-11 00:57:16	14.318152ms
ip-172-31-36-231	5bbc67a0	5	C2	2021-08-11 00:55:46	2021-08-11 00:58:28	2m42.335851822s
ip-172-31-36-231	5bbc67a0	4	C2	2021-08-11 00:55:46	2021-08-11 00:58:34	2m48.002281674s
ip-172-31-36-231	5bbc67a0	3	C2	2021-08-11 00:55:46	2021-08-11 00:58:34	2m48.020973357s
ip-172-31-36-231	5bbc67a0	2	C2	2021-08-11 00:55:46	2021-08-11 00:58:36	2m50.325974996s
ip-172-31-36-231	34a5630d	6	GET	2021-08-11 00:59:14	2021-08-11 00:59:14	1.060495ms
ip-172-31-36-231	34a5630d	7	GET	2021-08-11 00:59:14	2021-08-11 00:59:14	1.088426ms
ip-172-31-36-231	34a5630d	7	C1	2021-08-11 00:59:14	2021-08-11 00:59:14	14.79388ms
ip-172-31-36-231	34a5630d	6	C1	2021-08-11 00:59:14	2021-08-11 00:59:14	27.222283ms
ip-172-31-36-231	34a5630d	2	GET	2021-08-11 01:00:12	2021-08-11 01:00:12	1.643749ms
ip-172-31-36-231	34a5630d	4	GET	2021-08-11 01:00:12	2021-08-11 01:00:12	837.09µs
ip-172-31-36-231	34a5630d	5	GET	2021-08-11 01:00:12	2021-08-11 01:00:12	1.624789ms
ip-172-31-36-231	34a5630d	2	FIN	2021-08-11 01:00:12	2021-08-11 01:00:12	7.904409ms
ip-172-31-36-231	34a5630d	3	GET	2021-08-11 01:00:12	2021-08-11 01:00:12	7.891017ms
ip-172-31-36-231	34a5630d	5	FIN	2021-08-11 01:00:12	2021-08-11 01:00:12	1.814823ms
ip-172-31-36-231	34a5630d	4	FIN	2021-08-11 01:00:12	2021-08-11 01:00:12	5.907321ms
